key,speaker,word,repetition,start,end,wav,elapsed,L1,age,gender,FR_level,RU_level
SD__cache cache__1,SD,cache cache,1,1.5317,1.73,sd_fra_list1_FRcorp57.wav,0.08,fr,21,f,C2,A2
SD__hier__1,SD,hier,1,1.73,2.03,sd_fra_list1_FRcorp57.wav,0.096,fr,21,f,C2,A2
SD__j'en chie__1,SD,j'en chie,1,0.63,0.9,sd_fra_list1_FRcorp58.wav,0.084,fr,21,f,C2,A2
SD__sérieux__1,SD,sérieux,1,0.9,1.17,sd_fra_list1_FRcorp58.wav,0.087,fr,21,f,C2,A2
SD__cache cache__1,SD,cache cache,1,1.17,1.42,sd_fra_list1_FRcorp58.wav,0.087,fr,21,f,C2,A2
SD__hier__1,SD,hier,1,1.42,1.61,sd_fra_list1_FRcorp58.wav,0.079,fr,21,f,C2,A2
SD__divan__1,SD,divan,1,1.61,1.9,sd_fra_list1_FRcorp58.wav,0.097,fr,21,f,C2,A2
SD__j'en chie__1,SD,j'en chie,1,0.54,0.71,sd_fra_list1_FRcorp59.wav,0.082,fr,21,f,C2,A2
SD__sérieux__1,SD,sérieux,1,0.71,0.91,sd_fra_list1_FRcorp59.wav,0.08,fr,21,f,C2,A2
SD__cache cache__1,SD,cache cache,1,0.91,1.21,sd_fra_list1_FRcorp59.wav,0.084,fr,21,f,C2,A2
SD__hier__1,SD,hier,1,1.21,1.41,sd_fra_list1_FRcorp59.wav,0.082,fr,21,f,C2,A2
SD__divan__1,SD,divan,1,1.41,1.64,sd_fra_list1_FRcorp59.wav,0.083,fr,21,f,C2,A2
SD__pour gabriel__1,SD,pour gabriel,1,1.64,2.13,sd_fra_list1_FRcorp59.wav,0.114,fr,21,f,C2,A2
SD__louche__1,SD,louche,1,2.16,2.49,sd_fra_list1_FRcorp59.wav,0.096,fr,21,f,C2,A2
SD__distractor__1,SD,distractor,1,2.49,2.72,sd_fra_list1_FRcorp59.wav,0.084,fr,21,f,C2,A2
SD__tulle__1,SD,tulle,1,2.72,3.03,sd_fra_list1_FRcorp59.wav,0.093,fr,21,f,C2,A2
SD__juxtaposer__1,SD,juxtaposer,1,3.03,3.22,sd_fra_list1_FRcorp59.wav,0.077,fr,21,f,C2,A2
SD__pas ceux__1,SD,pas ceux,1,3.22,3.45,sd_fra_list1_FRcorp59.wav,0.084,fr,21,f,C2,A2
SD__garage__1,SD,garage,1,3.45,4.0,sd_fra_list1_FRcorp59.wav,0.111,fr,21,f,C2,A2
SD__j'en chie__1,SD,j'en chie,1,0.32,0.58,sd_fra_list1_FRcorp5.wav,0.09,fr,21,f,C2,A2
SD__sérieux__1,SD,sérieux,1,0.58,1.02,sd_fra_list1_FRcorp5.wav,0.101,fr,21,f,C2,A2
SD__cache cache__1,SD,cache cache,1,1.02,1.24,sd_fra_list1_FRcorp5.wav,0.077,fr,21,f,C2,A2
SD__hier__1,SD,hier,1,1.24,1.5938,sd_fra_list1_FRcorp5.wav,0.097,fr,21,f,C2,A2
SD__j'en chie__1,SD,j'en chie,1,0.75,0.98,sd_fra_list1_FRcorp60.wav,0.088,fr,21,f,C2,A2
SD__sérieux__1,SD,sérieux,1,0.98,1.2,sd_fra_list1_FRcorp60.wav,0.079,fr,21,f,C2,A2
SD__cache cache__1,SD,cache cache,1,1.2,1.72,sd_fra_list1_FRcorp60.wav,0.112,fr,21,f,C2,A2
SD__hier__1,SD,hier,1,1.72,1.93,sd_fra_list1_FRcorp60.wav,0.081,fr,21,f,C2,A2
SD__divan__1,SD,divan,1,1.93,2.27,sd_fra_list1_FRcorp60.wav,0.092,fr,21,f,C2,A2
SD__j'en chie__1,SD,j'en chie,1,0.64,0.8846,sd_fra_list1_FRcorp61.wav,0.094,fr,21,f,C2,A2
SD__sérieux__1,SD,sérieux,1,0.8846,1.59,sd_fra_list1_FRcorp61.wav,0.129,fr,21,f,C2,A2
SD__cache cache__1,SD,cache cache,1,1.59,1.81,sd_fra_list1_FRcorp61.wav,0.078,fr,21,f,C2,A2
SD__hier__1,SD,hier,1,1.81,2.15,sd_fra_list1_FRcorp61.wav,0.094,fr,21,f,C2,A2
SD__j'en chie__1,SD,j'en chie,1,0.68,0.9494,sd_fra_list1_FRcorp62.wav,0.096,fr,21,f,C2,A2
SD__sérieux__1,SD,sérieux,1,0.9494,1.31,sd_fra_list1_FRcorp62.wav,0.095,fr,21,f,C2,A2
SD__cache cache__1,SD,cache cache,1,1.31,1.53,sd_fra_list1_FRcorp62.wav,0.077,fr,21,f,C2,A2
SD__hier__1,SD,hier,1,1.53,1.8475,sd_fra_list1_FRcorp62.wav,0.097,fr,21,f,C2,A2
SD__j'en chie__1,SD,j'en chie,1,0.5478,0.8433,sd_fra_list1_FRcorp63.wav,0.094,fr,21,f,C2,A2
SD__sérieux__1,SD,sérieux,1,0.8433,1.2622,sd_fra_list1_FRcorp63.wav,0.104,fr,21,f,C2,A2
SD__cache cache__1,SD,cache cache,1,1.2622,1.5175,sd_fra_list1_FRcorp63.wav,0.088,fr,21,f,C2,A2
SD__hier__1,SD,hier,1,1.5175,1.8231,sd_fra_list1_FRcorp63.wav,0.095,fr,21,f,C2,A2
SD__j'en chie__1,SD,j'en chie,1,0.48,0.66,sd_fra_list1_FRcorp64.wav,0.089,fr,21,f,C2,A2
SD__sérieux__1,SD,sérieux,1,0.66,0.9195,sd_fra_list1_FRcorp64.wav,0.095,fr,21,f,C2,A2
SD__cache cache__1,SD,cache cache,1,0.9195,1.4196,sd_fra_list1_FRcorp64.wav,0.105,fr,21,f,C2,A2
SD__hier__1,SD,hier,1,1.4196,1.7434,sd_fra_list1_FRcorp64.wav,0.094,fr,21,f,C2,A2
SD__divan__1,SD,divan,1,1.7434,1.9,sd_fra_list1_FRcorp64.wav,0.083,fr,21,f,C2,A2
SD__pour gabriel__1,SD,pour gabriel,1,1.9,2.19,sd_fra_list1_FRcorp64.wav,0.088,fr,21,f,C2,A2
SD__louche__1,SD,louche,1,2.19,2.68,sd_fra_list1_FRcorp64.wav,0.099,fr,21,f,C2,A2
SD__distractor__1,SD,distractor,1,2.79,3.07,sd_fra_list1_FRcorp64.wav,0.094,fr,21,f,C2,A2
SD__tulle__1,SD,tulle,1,3.07,3.28,sd_fra_list1_FRcorp64.wav,0.079,fr,21,f,C2,A2
SD__juxtaposer__1,SD,juxtaposer,1,3.28,3.55,sd_fra_list1_FRcorp64.wav,0.092,fr,21,f,C2,A2
SD__pas ceux__1,SD,pas ceux,1,3.55,3.7,sd_fra_list1_FRcorp64.wav,0.075,fr,21,f,C2,A2
SD__garage__1,SD,garage,1,3.7,3.93,sd_fra_list1_FRcorp64.wav,0.084,fr,21,f,C2,A2
SD__tsarine__1,SD,tsarine,1,3.93,4.43,sd_fra_list1_FRcorp64.wav,0.107,fr,21,f,C2,A2
SD__j'en chie__1,SD,j'en chie,1,0.75,1.04,sd_fra_list1_FRcorp65.wav,0.086,fr,21,f,C2,A2
SD__sérieux__1,SD,sérieux,1,1.04,1.29,sd_fra_list1_FRcorp65.wav,0.083,fr,21,f,C2,A2
SD__cache cache__1,SD,cache cache,1,1.29,1.4892,sd_fra_list1_FRcorp65.wav,0.084,fr,21,f,C2,A2
SD__hier__1,SD,hier,1,1.4892,1.7758,sd_fra_list1_FRcorp65.wav,0.101,fr,21,f,C2,A2
SD__j'en chie__1,SD,j'en chie,1,0.51,0.82,sd_fra_list1_FRcorp66.wav,0.124,fr,21,f,C2,A2
SD__sérieux__1,SD,sérieux,1,0.82,1.25,sd_fra_list1_FRcorp66.wav,0.111,fr,21,f,C2,A2
SD__cache cache__1,SD,cache cache,1,1.25,1.4552,sd_fra_list1_FRcorp66.wav,0.078,fr,21,f,C2,A2
SD__hier__1,SD,hier,1,1.4552,1.6915,sd_fra_list1_FRcorp66.wav,0.087,fr,21,f,C2,A2
SD__j'en chie__1,SD,j'en chie,1,0.63,0.9,sd_fra_list1_FRcorp67.wav,0.118,fr,21,f,C2,A2
SD__sérieux__1,SD,sérieux,1,0.9,1.14,sd_fra_list1_FRcorp67.wav,0.097,fr,21,f,C2,A2
SD__cache cache__1,SD,cache cache,1,1.14,1.38,sd_fra_list1_FRcorp67.wav,0.09,fr,21,f,C2,A2
SD__hier__1,SD,hier,1,1.38,1.601,sd_fra_list1_FRcorp67.wav,0.073,fr,21,f,C2,A2
SD__divan__1,SD,divan,1,1.601,1.8738,sd_fra_list1_FRcorp67.wav,0.088,fr,21,f,C2,A2
SD__j'en chie__1,SD,j'en chie,1,0.54,0.79,sd_fra_list1_FRcorp68.wav,0.081,fr,21,f,C2,A2
SD__sérieux__1,SD,sérieux,1,0.79,1.2197,sd_fra_list1_FRcorp68.wav,0.089,fr,21,f,C2,A2
SD__cache cache__1,SD,cache cache,1,1.2197,1.43,sd_fra_list1_FRcorp68.wav,0.079,fr,21,f,C2,A2
SD__hier__1,SD,hier,1,1.43,1.7133,sd_fra_list1_FRcorp68.wav,0.094,fr,21,f,C2,A2
SD__j'en chie__1,SD,j'en chie,1,0.57,0.8506,sd_fra_list1_FRcorp69.wav,0.092,fr,21,f,C2,A2
SD__sérieux__1,SD,sérieux,1,0.8506,1.32,sd_fra_list1_FRcorp69.wav,0.114,fr,21,f,C2,A2
SD__cache cache__1,SD,cache cache,1,1.32,1.5407,sd_fra_list1_FRcorp69.wav,0.083,fr,21,f,C2,A2
SD__hier__1,SD,hier,1,1.5407,1.8327,sd_fra_list1_FRcorp69.wav,0.09,fr,21,f,C2,A2
SD__j'en chie__1,SD,j'en chie,1,0.4434,0.6558,sd_fra_list1_FRcorp6.wav,0.082,fr,21,f,C2,A2
SD__sérieux__1,SD,sérieux,1,0.6558,0.8621,sd_fra_list1_FRcorp6.wav,0.078,fr,21,f,C2,A2
SD__cache cache__1,SD,cache cache,1,0.8621,1.2013,sd_fra_list1_FRcorp6.wav,0.094,fr,21,f,C2,A2
SD__hier__1,SD,hier,1,1.2013,1.3827,sd_fra_list1_FRcorp6.wav,0.09,fr,21,f,C2,A2
SD__divan__1,SD,divan,1,1.3827,1.6523,sd_fra_list1_FRcorp6.wav,0.101,fr,21,f,C2,A2
SD__j'en chie__1,SD,j'en chie,1,0.54,0.8841,sd_fra_list1_FRcorp70.wav,0.098,fr,21,f,C2,A2
SD__sérieux__1,SD,sérieux,1,0.8841,1.6429,sd_fra_list1_FRcorp70.wav,0.134,fr,21,f,C2,A2
SD__cache cache__1,SD,cache cache,1,1.6429,1.86,sd_fra_list1_FRcorp70.wav,0.08,fr,21,f,C2,A2
SD__hier__1,SD,hier,1,1.86,2.1269,sd_fra_list1_FRcorp70.wav,0.095,fr,21,f,C2,A2
SD__j'en chie__1,SD,j'en chie,1,0.55,0.82,sd_fra_list1_FRcorp71.wav,0.096,fr,21,f,C2,A2
SD__sérieux__1,SD,sérieux,1,0.82,1.27,sd_fra_list1_FRcorp71.wav,0.104,fr,21,f,C2,A2
SD__cache cache__1,SD,cache cache,1,1.27,1.4807,sd_fra_list1_FRcorp71.wav,0.073,fr,21,f,C2,A2
SD__hier__1,SD,hier,1,1.4807,1.76,sd_fra_list1_FRcorp71.wav,0.09,fr,21,f,C2,A2
SD__j'en chie__1,SD,j'en chie,1,0.6247,0.9529,sd_fra_list1_FRcorp72.wav,0.099,fr,21,f,C2,A2
SD__sérieux__1,SD,sérieux,1,0.9529,1.15,sd_fra_list1_FRcorp72.wav,0.079,fr,21,f,C2,A2
SD__cache cache__1,SD,cache cache,1,1.15,1.37,sd_fra_list1_FRcorp72.wav,0.08,fr,21,f,C2,A2
SD__hier__1,SD,hier,1,1.37,1.5943,sd_fra_list1_FRcorp72.wav,0.083,fr,21,f,C2,A2
SD__divan__1,SD,divan,1,1.5943,1.9016,sd_fra_list1_FRcorp72.wav,0.093,fr,21,f,C2,A2
SD__j'en chie__1,SD,j'en chie,1,0.57,0.86,sd_fra_list1_FRcorp73.wav,0.089,fr,21,f,C2,A2
SD__sérieux__1,SD,sérieux,1,0.86,1.5339,sd_fra_list1_FRcorp73.wav,0.126,fr,21,f,C2,A2
SD__cache cache__1,SD,cache cache,1,1.5339,1.73,sd_fra_list1_FRcorp73.wav,0.081,fr,21,f,C2,A2
SD__hier__1,SD,hier,1,1.73,2.05,sd_fra_list1_FRcorp73.wav,0.104,fr,21,f,C2,A2
SD__j'en chie__1,SD,j'en chie,1,0.53,0.87,sd_fra_list1_FRcorp74.wav,0.084,fr,21,f,C2,A2
SD__sérieux__1,SD,sérieux,1,0.87,1.09,sd_fra_list1_FRcorp74.wav,0.073,fr,21,f,C2,A2
SD__cache cache__1,SD,cache cache,1,1.09,1.28,sd_fra_list1_FRcorp74.wav,0.08,fr,21,f,C2,A2
SD__hier__1,SD,hier,1,1.28,1.53,sd_fra_list1_FRcorp74.wav,0.141,fr,21,f,C2,A2
SD__divan__1,SD,divan,1,1.53,1.86,sd_fra_list1_FRcorp74.wav,0.098,fr,21,f,C2,A2
SD__j'en chie__1,SD,j'en chie,1,0.73,1.01,sd_fra_list1_FRcorp75.wav,0.091,fr,21,f,C2,A2
SD__sérieux__1,SD,sérieux,1,1.01,1.24,sd_fra_list1_FRcorp75.wav,0.083,fr,21,f,C2,A2
SD__cache cache__1,SD,cache cache,1,1.24,1.8,sd_fra_list1_FRcorp75.wav,0.119,fr,21,f,C2,A2
SD__hier__1,SD,hier,1,1.8,1.99,sd_fra_list1_FRcorp75.wav,0.087,fr,21,f,C2,A2
SD__divan__1,SD,divan,1,1.99,2.29,sd_fra_list1_FRcorp75.wav,0.1,fr,21,f,C2,A2
SD__j'en chie__1,SD,j'en chie,1,0.88,1.1381,sd_fra_list1_FRcorp76.wav,0.094,fr,21,f,C2,A2
SD__sérieux__1,SD,sérieux,1,1.1381,1.53,sd_fra_list1_FRcorp76.wav,0.114,fr,21,f,C2,A2
SD__cache cache__1,SD,cache cache,1,1.53,1.74,sd_fra_list1_FRcorp76.wav,0.091,fr,21,f,C2,A2
SD__hier__1,SD,hier,1,1.74,2.04,sd_fra_list1_FRcorp76.wav,0.096,fr,21,f,C2,A2
SD__j'en chie__1,SD,j'en chie,1,0.55,0.83,sd_fra_list1_FRcorp77.wav,0.111,fr,21,f,C2,A2
SD__sérieux__1,SD,sérieux,1,0.83,1.22,sd_fra_list1_FRcorp77.wav,0.129,fr,21,f,C2,A2
SD__cache cache__1,SD,cache cache,1,1.22,1.4654,sd_fra_list1_FRcorp77.wav,0.088,fr,21,f,C2,A2
SD__hier__1,SD,hier,1,1.4654,1.77,sd_fra_list1_FRcorp77.wav,0.107,fr,21,f,C2,A2
SD__j'en chie__1,SD,j'en chie,1,0.74,0.9676,sd_fra_list1_FRcorp78.wav,0.094,fr,21,f,C2,A2
SD__sérieux__1,SD,sérieux,1,0.9676,1.5416,sd_fra_list1_FRcorp78.wav,0.132,fr,21,f,C2,A2
SD__cache cache__1,SD,cache cache,1,1.5416,1.7308,sd_fra_list1_FRcorp78.wav,0.085,fr,21,f,C2,A2
SD__hier__1,SD,hier,1,1.7308,1.9955,sd_fra_list1_FRcorp78.wav,0.099,fr,21,f,C2,A2
SD__j'en chie__1,SD,j'en chie,1,0.57,0.832,sd_fra_list1_FRcorp7.wav,0.109,fr,21,f,C2,A2
SD__sérieux__1,SD,sérieux,1,0.832,1.14,sd_fra_list1_FRcorp7.wav,0.102,fr,21,f,C2,A2
SD__cache cache__1,SD,cache cache,1,1.14,1.35,sd_fra_list1_FRcorp7.wav,0.082,fr,21,f,C2,A2
SD__hier__1,SD,hier,1,1.35,1.6885,sd_fra_list1_FRcorp7.wav,0.103,fr,21,f,C2,A2
SD__j'en chie__1,SD,j'en chie,1,0.42,0.62,sd_fra_list1_FRcorp8.wav,0.079,fr,21,f,C2,A2
SD__sérieux__1,SD,sérieux,1,0.62,0.81,sd_fra_list1_FRcorp8.wav,0.074,fr,21,f,C2,A2
SD__cache cache__1,SD,cache cache,1,0.81,1.06,sd_fra_list1_FRcorp8.wav,0.079,fr,21,f,C2,A2
SD__hier__1,SD,hier,1,1.06,1.27,sd_fra_list1_FRcorp8.wav,0.077,fr,21,f,C2,A2
SD__divan__1,SD,divan,1,1.27,1.54,sd_fra_list1_FRcorp8.wav,0.089,fr,21,f,C2,A2
SD__pour gabriel__1,SD,pour gabriel,1,1.54,2.06,sd_fra_list1_FRcorp8.wav,0.11,fr,21,f,C2,A2
SD__louche__1,SD,louche,1,2.13,2.48,sd_fra_list1_FRcorp8.wav,0.099,fr,21,f,C2,A2
SD__distractor__1,SD,distractor,1,2.48,2.75,sd_fra_list1_FRcorp8.wav,0.091,fr,21,f,C2,A2
SD__tulle__1,SD,tulle,1,2.75,3.11,sd_fra_list1_FRcorp8.wav,0.114,fr,21,f,C2,A2
SD__juxtaposer__1,SD,juxtaposer,1,3.11,3.34,sd_fra_list1_FRcorp8.wav,0.086,fr,21,f,C2,A2
SD__pas ceux__1,SD,pas ceux,1,3.34,3.62,sd_fra_list1_FRcorp8.wav,0.087,fr,21,f,C2,A2
SD__garage__1,SD,garage,1,3.62,4.24,sd_fra_list1_FRcorp8.wav,0.118,fr,21,f,C2,A2
SD__j'en chie__1,SD,j'en chie,1,0.4033,0.76,sd_fra_list1_FRcorp9.wav,0.101,fr,21,f,C2,A2
SD__sérieux__1,SD,sérieux,1,0.76,1.07,sd_fra_list1_FRcorp9.wav,0.096,fr,21,f,C2,A2
SD__cache cache__1,SD,cache cache,1,1.07,1.3575,sd_fra_list1_FRcorp9.wav,0.089,fr,21,f,C2,A2
SD__hier__1,SD,hier,1,1.3575,1.69,sd_fra_list1_FRcorp9.wav,0.097,fr,21,f,C2,A2
SH__j'en chie__1,SH,j'en chie,1,0.8,0.9774,sh_fra_list1_FRcorp10.wav,0.085,fr,21,m,C2,A1
SH__sérieux__1,SH,sérieux,1,0.9774,1.6,sh_fra_list1_FRcorp10.wav,0.117,fr,21,m,C2,A1
SH__cache cache__1,SH,cache cache,1,1.6,1.7764,sh_fra_list1_FRcorp10.wav,0.083,fr,21,m,C2,A1
SH__hier__1,SH,hier,1,1.7764,2.0252,sh_fra_list1_FRcorp10.wav,0.085,fr,21,m,C2,A1
SH__j'en chie__1,SH,j'en chie,1,0.82,1.01,sh_fra_list1_FRcorp11.wav,0.081,fr,21,m,C2,A1
SH__sérieux__1,SH,sérieux,1,1.01,1.19,sh_fra_list1_FRcorp11.wav,0.079,fr,21,m,C2,A1
SH__cache cache__1,SH,cache cache,1,1.19,1.36,sh_fra_list1_FRcorp11.wav,0.09,fr,21,m,C2,A1
SH__hier__1,SH,hier,1,1.36,1.54,sh_fra_list1_FRcorp11.wav,0.085,fr,21,m,C2,A1
SH__divan__1,SH,divan,1,1.54,1.75,sh_fra_list1_FRcorp11.wav,0.077,fr,21,m,C2,A1
SH__j'en chie__1,SH,j'en chie,1,0.97,1.2,sh_fra_list1_FRcorp12.wav,0.084,fr,21,m,C2,A1
SH__sérieux__1,SH,sérieux,1,1.2,1.53,sh_fra_list1_FRcorp12.wav,0.091,fr,21,m,C2,A1
SH__cache cache__1,SH,cache cache,1,1.53,1.68,sh_fra_list1_FRcorp12.wav,0.076,fr,21,m,C2,A1
SH__hier__1,SH,hier,1,1.68,1.93,sh_fra_list1_FRcorp12.wav,0.086,fr,21,m,C2,A1
SH__j'en chie__1,SH,j'en chie,1,0.84,1.04,sh_fra_list1_FRcorp13.wav,0.079,fr,21,m,C2,A1
SH__sérieux__1,SH,sérieux,1,1.07,1.47,sh_fra_list1_FRcorp13.wav,0.1,fr,21,m,C2,A1
SH__cache cache__1,SH,cache cache,1,1.47,1.62,sh_fra_list1_FRcorp13.wav,0.078,fr,21,m,C2,A1
SH__hier__1,SH,hier,1,1.62,1.82,sh_fra_list1_FRcorp13.wav,0.077,fr,21,m,C2,A1
SH__j'en chie__1,SH,j'en chie,1,0.94,1.1,sh_fra_list1_FRcorp14.wav,0.079,fr,21,m,C2,A1
SH__sérieux__1,SH,sérieux,1,1.1,1.31,sh_fra_list1_FRcorp14.wav,0.077,fr,21,m,C2,A1
SH__cache cache__1,SH,cache cache,1,1.31,1.49,sh_fra_list1_FRcorp14.wav,0.087,fr,21,m,C2,A1
SH__hier__1,SH,hier,1,1.49,1.644,sh_fra_list1_FRcorp14.wav,0.078,fr,21,m,C2,A1
SH__divan__1,SH,divan,1,1.644,1.85,sh_fra_list1_FRcorp14.wav,0.081,fr,21,m,C2,A1
SH__j'en chie__1,SH,j'en chie,1,0.73,0.8885,sh_fra_list1_FRcorp15.wav,0.082,fr,21,m,C2,A1
SH__sérieux__1,SH,sérieux,1,0.8885,1.32,sh_fra_list1_FRcorp15.wav,0.108,fr,21,m,C2,A1
SH__cache cache__1,SH,cache cache,1,1.32,1.4826,sh_fra_list1_FRcorp15.wav,0.085,fr,21,m,C2,A1
SH__hier__1,SH,hier,1,1.4826,1.6882,sh_fra_list1_FRcorp15.wav,0.074,fr,21,m,C2,A1
SH__j'en chie__1,SH,j'en chie,1,0.78,0.97,sh_fra_list1_FRcorp16.wav,0.078,fr,21,m,C2,A1
SH__sérieux__1,SH,sérieux,1,0.97,1.26,sh_fra_list1_FRcorp16.wav,0.093,fr,21,m,C2,A1
SH__cache cache__1,SH,cache cache,1,1.26,1.4322,sh_fra_list1_FRcorp16.wav,0.085,fr,21,m,C2,A1
SH__hier__1,SH,hier,1,1.4322,1.6486,sh_fra_list1_FRcorp16.wav,0.083,fr,21,m,C2,A1
SH__j'en chie__1,SH,j'en chie,1,0.9054,1.08,sh_fra_list1_FRcorp17.wav,0.086,fr,21,m,C2,A1
SH__sérieux__1,SH,sérieux,1,1.08,1.31,sh_fra_list1_FRcorp17.wav,0.086,fr,21,m,C2,A1
SH__cache cache__1,SH,cache cache,1,1.31,1.47,sh_fra_list1_FRcorp17.wav,0.081,fr,21,m,C2,A1
SH__hier__1,SH,hier,1,1.47,1.6746,sh_fra_list1_FRcorp17.wav,0.081,fr,21,m,C2,A1
SH__j'en chie__1,SH,j'en chie,1,0.7983,1.05,sh_fra_list1_FRcorp18.wav,0.086,fr,21,m,C2,A1
SH__sérieux__1,SH,sérieux,1,1.05,1.18,sh_fra_list1_FRcorp18.wav,0.074,fr,21,m,C2,A1
SH__cache cache__1,SH,cache cache,1,1.18,1.3603,sh_fra_list1_FRcorp18.wav,0.085,fr,21,m,C2,A1
SH__hier__1,SH,hier,1,1.3603,1.5215,sh_fra_list1_FRcorp18.wav,0.082,fr,21,m,C2,A1
SH__divan__1,SH,divan,1,1.5215,1.7339,sh_fra_list1_FRcorp18.wav,0.08,fr,21,m,C2,A1
SH__j'en chie__1,SH,j'en chie,1,0.88,1.08,sh_fra_list1_FRcorp19.wav,0.075,fr,21,m,C2,A1
SH__sérieux__1,SH,sérieux,1,1.08,1.24,sh_fra_list1_FRcorp19.wav,0.074,fr,21,m,C2,A1
SH__cache cache__1,SH,cache cache,1,1.24,1.4,sh_fra_list1_FRcorp19.wav,0.076,fr,21,m,C2,A1
SH__hier__1,SH,hier,1,1.4,1.58,sh_fra_list1_FRcorp19.wav,0.085,fr,21,m,C2,A1
SH__divan__1,SH,divan,1,1.58,1.86,sh_fra_list1_FRcorp19.wav,0.094,fr,21,m,C2,A1
SH__j'en chie__1,SH,j'en chie,1,1.41,1.63,sh_fra_list1_FRcorp1.wav,0.08,fr,21,m,C2,A1
SH__sérieux__1,SH,sérieux,1,1.63,1.75,sh_fra_list1_FRcorp1.wav,0.079,fr,21,m,C2,A1
SH__cache cache__1,SH,cache cache,1,1.75,1.92,sh_fra_list1_FRcorp1.wav,0.083,fr,21,m,C2,A1
SH__hier__1,SH,hier,1,1.92,2.0997,sh_fra_list1_FRcorp1.wav,0.088,fr,21,m,C2,A1
SH__divan__1,SH,divan,1,2.0997,2.34,sh_fra_list1_FRcorp1.wav,0.085,fr,21,m,C2,A1
SH__j'en chie__1,SH,j'en chie,1,0.8841,1.09,sh_fra_list1_FRcorp20.wav,0.074,fr,21,m,C2,A1
SH__sérieux__1,SH,sérieux,1,1.09,1.4511,sh_fra_list1_FRcorp20.wav,0.1,fr,21,m,C2,A1
SH__cache cache__1,SH,cache cache,1,1.4511,1.6,sh_fra_list1_FRcorp20.wav,0.078,fr,21,m,C2,A1
SH__hier__1,SH,hier,1,1.6,1.8077,sh_fra_list1_FRcorp20.wav,0.082,fr,21,m,C2,A1
SH__j'en chie__1,SH,j'en chie,1,0.83,1.01,sh_fra_list1_FRcorp21.wav,0.073,fr,21,m,C2,A1
SH__sérieux__1,SH,sérieux,1,1.0495,1.32,sh_fra_list1_FRcorp21.wav,0.086,fr,21,m,C2,A1
SH__cache cache__1,SH,cache cache,1,1.32,1.4694,sh_fra_list1_FRcorp21.wav,0.083,fr,21,m,C2,A1
SH__hier__1,SH,hier,1,1.4694,1.68,sh_fra_list1_FRcorp21.wav,0.08,fr,21,m,C2,A1
SH__j'en chie__1,SH,j'en chie,1,0.6226,0.83,sh_fra_list1_FRcorp22.wav,0.08,fr,21,m,C2,A1
SH__sérieux__1,SH,sérieux,1,0.83,1.02,sh_fra_list1_FRcorp22.wav,0.083,fr,21,m,C2,A1
SH__cache cache__1,SH,cache cache,1,1.02,1.44,sh_fra_list1_FRcorp22.wav,0.104,fr,21,m,C2,A1
SH__hier__1,SH,hier,1,1.44,1.6052,sh_fra_list1_FRcorp22.wav,0.082,fr,21,m,C2,A1
SH__divan__1,SH,divan,1,1.6052,1.83,sh_fra_list1_FRcorp22.wav,0.08,fr,21,m,C2,A1
SH__j'en chie__1,SH,j'en chie,1,0.8,1.01,sh_fra_list1_FRcorp23.wav,0.074,fr,21,m,C2,A1
SH__sérieux__1,SH,sérieux,1,1.01,1.34,sh_fra_list1_FRcorp23.wav,0.095,fr,21,m,C2,A1
SH__cache cache__1,SH,cache cache,1,1.34,1.51,sh_fra_list1_FRcorp23.wav,0.084,fr,21,m,C2,A1
SH__hier__1,SH,hier,1,1.51,1.74,sh_fra_list1_FRcorp23.wav,0.087,fr,21,m,C2,A1
SH__j'en chie__1,SH,j'en chie,1,1.1,1.24,sh_fra_list1_FRcorp24.wav,0.071,fr,21,m,C2,A1
SH__sérieux__1,SH,sérieux,1,1.24,1.4,sh_fra_list1_FRcorp24.wav,0.079,fr,21,m,C2,A1
SH__cache cache__1,SH,cache cache,1,1.4,1.62,sh_fra_list1_FRcorp24.wav,0.077,fr,21,m,C2,A1
SH__hier__1,SH,hier,1,1.62,1.74,sh_fra_list1_FRcorp24.wav,0.077,fr,21,m,C2,A1
SH__divan__1,SH,divan,1,1.74,1.86,sh_fra_list1_FRcorp24.wav,0.076,fr,21,m,C2,A1
SH__pour gabriel__1,SH,pour gabriel,1,1.86,2.21,sh_fra_list1_FRcorp24.wav,0.099,fr,21,m,C2,A1
SH__louche__1,SH,louche,1,2.56,2.72,sh_fra_list1_FRcorp24.wav,0.081,fr,21,m,C2,A1
SH__distractor__1,SH,distractor,1,2.72,2.87,sh_fra_list1_FRcorp24.wav,0.082,fr,21,m,C2,A1
SH__tulle__1,SH,tulle,1,2.87,3.07,sh_fra_list1_FRcorp24.wav,0.077,fr,21,m,C2,A1
SH__juxtaposer__1,SH,juxtaposer,1,3.07,3.2,sh_fra_list1_FRcorp24.wav,0.073,fr,21,m,C2,A1
SH__pas ceux__1,SH,pas ceux,1,3.2,3.36,sh_fra_list1_FRcorp24.wav,0.085,fr,21,m,C2,A1
SH__garage__1,SH,garage,1,3.36,3.73,sh_fra_list1_FRcorp24.wav,0.107,fr,21,m,C2,A1
SH__j'en chie__1,SH,j'en chie,1,1.08,1.29,sh_fra_list1_FRcorp25.wav,0.079,fr,21,m,C2,A1
SH__sérieux__1,SH,sérieux,1,1.29,1.4382,sh_fra_list1_FRcorp25.wav,0.079,fr,21,m,C2,A1
